,query
1067,a zucker brothers takeoff of 1970 s disaster films this screwball film features leslie nielsen and nba legend kareem abdul jabaar as others making appearances aboard a flight gone awry
1068,the third in it s series this movie features a nerdy wizard who s uncle has escaped from prison
1069,in what movie does a teenage boy commit himself to a psychiatric ward in a hospital where he unexpectedly makes new friends and falls in love with one of the other patients
1070,this movie is about a man who has a speaking impediment which hinders his dreams of being a politician
1071,this 1990 superhero film directed by sam raimi and starring liam neeson spawned two direct to video sequels
1072,i am thinking of a film adaptation of the edgar rice burroughs novel about the quintessential feral boy who grows into adulthood and rejects the civilized world
1073,i am thinking of the first film in a slasher franchise that tells the story of serial killer jason voorhes
1074,what is that movie from the 70 s that they show around halloween with the sexy dance and song
1075,what is the movie about dogs and cats that venture out into the wild for an amazing adventure
1076,what is this 1946 christmas drama produced by frank capra
1077,which 1950 american animated film fantasy film produced by walt disney animation studios is based on the fairy tale cendrillon by charles perrault
